,day,month,year,name,Cigarettes
333,2004-10-02,10,2004,Cuatro Caminos,1.5525000023119377
334,2004-10-03,10,2004,Casa de Campo,0.9187878749587318
335,2004-10-03,10,2004,Cuatro Caminos,1.5909469687577449
336,2004-10-04,10,2004,Casa de Campo,0.9683522708488232
337,2004-10-04,10,2004,Cuatro Caminos,1.7448674178484713
338,2004-10-05,10,2004,Casa de Campo,1.166685610106497
339,2004-10-05,10,2004,Cuatro Caminos,1.856344703472022
340,2004-10-06,10,2004,Casa de Campo,1.114488630583792
341,2004-10-06,10,2004,Cuatro Caminos,2.0677462274377993
342,2004-10-07,10,2004,Casa de Campo,0.7605113621914025
343,2004-10-07,10,2004,Cuatro Caminos,1.420435599305413
344,2004-10-08,10,2004,Casa de Campo,0.9869886347741792
345,2004-10-08,10,2004,Cuatro Caminos,1.4294318204576317
346,2004-10-09,10,2004,Casa de Campo,0.2345075769857927
347,2004-10-09,10,2004,Cuatro Caminos,0.4243560612879016
348,2004-10-10,10,2004,Casa de Campo,0.18750000135465103
349,2004-10-10,10,2004,Cuatro Caminos,0.19596591038685854
350,2004-10-11,10,2004,Casa de Campo,0.2931060610395489
351,2004-10-11,10,2004,Cuatro Caminos,0.41924242223754077
352,2004-10-12,10,2004,Casa de Campo,0.2593939412723888
353,2004-10-12,10,2004,Cuatro Caminos,0.25833333306240314
354,2004-10-13,10,2004,Casa de Campo,0.4640530302669063
355,2004-10-13,10,2004,Cuatro Caminos,0.8483522751114586
356,2004-10-14,10,2004,Casa de Campo,0.2642234834757718
357,2004-10-14,10,2004,Cuatro Caminos,0.42068182157747674
358,2004-10-15,10,2004,Casa de Campo,0.18077651704802658
359,2004-10-15,10,2004,Cuatro Caminos,0.3513825779611414
360,2004-10-16,10,2004,Casa de Campo,0.21030303023078223
361,2004-10-16,10,2004,Cuatro Caminos,0.3540340914870754
362,2004-10-17,10,2004,Casa de Campo,0.33335227316076105
363,2004-10-17,10,2004,Cuatro Caminos,0.45477273111993616
364,2004-10-18,10,2004,Casa de Campo,0.8567045403249335
365,2004-10-18,10,2004,Cuatro Caminos,1.5409090798912626
366,2004-10-19,10,2004,Casa de Campo,0.5593749989162792
367,2004-10-19,10,2004,Cuatro Caminos,0.8710606043989008
368,2004-10-20,10,2004,Casa de Campo,0.3312310589985414
369,2004-10-20,10,2004,Cuatro Caminos,0.5797933901637053
370,2004-10-21,10,2004,Casa de Campo,0.37439393748839694
371,2004-10-21,10,2004,Cuatro Caminos,0.8376136365713496
372,2004-10-22,10,2004,Casa de Campo,0.502670452450261
373,2004-10-22,10,2004,Cuatro Caminos,1.1460795388980345
374,2004-10-23,10,2004,Casa de Campo,0.8496969721534035
375,2004-10-23,10,2004,Cuatro Caminos,1.64920455939842
376,2004-10-24,10,2004,Casa de Campo,0.7808143930001692
377,2004-10-24,10,2004,Cuatro Caminos,1.171382581420017
378,2004-10-25,10,2004,Casa de Campo,0.3129356029358777
379,2004-10-25,10,2004,Cuatro Caminos,0.614128785377199
380,2004-10-26,10,2004,Casa de Campo,0.24799242559255974
381,2004-10-26,10,2004,Cuatro Caminos,0.6223674193024636
382,2004-10-27,10,2004,Casa de Campo,0.6374025953796519
383,2004-10-27,10,2004,Cuatro Caminos,0.8866856043989008
384,2004-10-28,10,2004,Casa de Campo,0.26490530349088437
385,2004-10-28,10,2004,Cuatro Caminos,0.5217045457525687
386,2004-10-29,10,2004,Casa de Campo,0.2270643932349754
387,2004-10-29,10,2004,Cuatro Caminos,0.49910984888221277
388,2004-10-30,10,2004,Casa de Campo,0.26621212245840015
389,2004-10-30,10,2004,Cuatro Caminos,0.4455303048545664
390,2004-10-31,10,2004,Casa de Campo,0.41037879116607434
391,2004-10-31,10,2004,Cuatro Caminos,0.6698484854264692
392,2004-11-01,11,2004,Casa de Campo,0.7181818268515846
393,2004-11-01,11,2004,Cuatro Caminos,0.7355303028316209
394,2004-11-02,11,2004,Casa de Campo,0.6075619784268466
395,2004-11-02,11,2004,Cuatro Caminos,1.5385416836449595
396,2004-11-03,11,2004,Casa de Campo,1.0478512432949603
397,2004-11-03,11,2004,Cuatro Caminos,1.7854734659194946
398,2004-11-04,11,2004,Casa de Campo,0.8893371319228952
399,2004-11-04,11,2004,Cuatro Caminos,1.2646780230782249
400,2004-11-05,11,2004,Casa de Campo,0.5222916675336433
401,2004-11-05,11,2004,Cuatro Caminos,0.9964015203894991
402,2004-11-06,11,2004,Casa de Campo,0.5951515147180269
403,2004-11-06,11,2004,Cuatro Caminos,0.9883712195988857
404,2004-11-07,11,2004,Casa de Campo,0.6803409077904442
405,2004-11-07,11,2004,Cuatro Caminos,0.7367424228877733
406,2004-11-08,11,2004,Casa de Campo,1.0104924151391694
407,2004-11-08,11,2004,Cuatro Caminos,1.282329542167259
408,2004-11-09,11,2004,Casa de Campo,0.6104924326593225
409,2004-11-09,11,2004,Cuatro Caminos,0.7469128776680339
410,2004-11-10,11,2004,Casa de Campo,0.32832536058562795
411,2004-11-10,11,2004,Cuatro Caminos,0.7951893869674568
412,2004-11-11,11,2004,Casa de Campo,0.24151515102747714
413,2004-11-11,11,2004,Cuatro Caminos,0.6246212057091973
414,2004-11-12,11,2004,Casa de Campo,0.36749999767000024
415,2004-11-12,11,2004,Cuatro Caminos,0.8811553104808837
416,2004-11-13,11,2004,Casa de Campo,0.4318181782057791
417,2004-11-13,11,2004,Cuatro Caminos,0.7910795473691189
418,2004-11-14,11,2004,Casa de Campo,0.46111742700591235
419,2004-11-14,11,2004,Cuatro Caminos,0.6075378746697397
420,2004-11-15,11,2004,Casa de Campo,0.542064396720944
421,2004-11-15,11,2004,Cuatro Caminos,1.0142613608728757
422,2004-11-16,11,2004,Casa de Campo,0.9615151412559277
423,2004-11-16,11,2004,Cuatro Caminos,1.9525378635435393
424,2004-11-17,11,2004,Casa de Campo,1.2162310535257512
425,2004-11-17,11,2004,Cuatro Caminos,1.8062878919370247
426,2004-11-18,11,2004,Casa de Campo,1.5185227141235813
427,2004-11-18,11,2004,Cuatro Caminos,2.034678018454349
428,2004-11-19,11,2004,Casa de Campo,1.9133712089422978
429,2004-11-19,11,2004,Cuatro Caminos,2.5460037715507275
430,2004-11-20,11,2004,Casa de Campo,0.8854545438379953
431,2004-11-20,11,2004,Cuatro Caminos,1.287462128834291
432,2004-11-21,11,2004,Casa de Campo,1.1121780258236509
433,2004-11-21,11,2004,Cuatro Caminos,1.5693560730327258
434,2004-11-22,11,2004,Casa de Campo,1.6451136162786772
435,2004-11-22,11,2004,Cuatro Caminos,2.2279734990813513
436,2004-11-23,11,2004,Casa de Campo,1.2798023647941619
437,2004-11-23,11,2004,Cuatro Caminos,1.9378598395622137
438,2004-11-24,11,2004,Casa de Campo,1.4244696967529527
439,2004-11-24,11,2004,Cuatro Caminos,2.323693171595082
440,2004-11-25,11,2004,Casa de Campo,1.7356060696886733
